
,,"Darkest Dungeon®
all-time low: R$ 6,89 at -85%",-85%,"R$ 11,09",90.42%,Jan 2016,,
,,"Hero of the Kingdom
Week Long Deal
2-year low: R$ 2,39",-85%,"R$ 3,97",90.11%,Dec 2012,,
,,"Spelunky
all-time low: R$ 2,79 at -90%",-75%,"R$ 6,99",89.86%,Aug 2013,,
,,"Siralim Ultimate
all-time low: R$ 25,07 at -34%",-50%,"R$ 29,99",89.85%,Dec 2021,,
,,"A Story About My Uncle
2-year low: R$ 5,79",-80%,"R$ 9,39",89.82%,May 2014,,
,,"Black Book
all-time low: R$ 23,74 at -50%",-60%,"R$ 31,99",89.82%,Aug 2021,,
,,"Serious Sam Fusion 2017 (beta)
all-time low: R$ 2,79 at -90%",-90%,"R$ 5,99",89.74%,—,,
,,"Thief™ II: The Metal Age
all-time low: R$ 1,81 at -86%",-86%,"R$ 4,05",89.74%,Mar 2000,,
,,"Melody's Escape
Week Long Deal
2-year low: R$ 5,77",-75%,"R$ 8,24",89.73%,May 2016,,
,,"Child of Light
current 2-year low",-70%,"R$ 13,49",89.63%,Apr 2014,,
,,"Men of War: Assault Squad 2
all-time low: R$ 11,19 at -80%",-80%,"R$ 17,79",89.59%,May 2014,,
,,"Genital Jousting
2-year low: R$ 2,35",-89%,"R$ 2,58",89.49%,Jan 2018,,
,,"Escape Dungeon 2
all-time low: R$ 22,74 at -35%",-50%,"R$ 27,49",89.40%,Jan 2022,,
,,"Road 96 🛣️
all-time low: R$ 17,48 at -65%",-75%,"R$ 24,00",89.36%,Aug 2021,,
,,"Lovers in a Dangerous Spacetime
current 2-year low",-50%,"R$ 13,99",89.35%,Sep 2015,,
,,"Just Cause 2
all-time low: R$ 2,69 at -90%",-90%,"R$ 6,49",89.27%,Mar 2010,,
,,"TY the Tasmanian Tiger 2
Week Long Deal
all-time low: R$ 10,14 at -65%",-50%,"R$ 14,49",89.18%,Dec 2017,,
,,"Touhou Genso Wanderer -Reloaded-
2-year low: R$ 55,99",-50%,"R$ 69,99",89.06%,Oct 2018,,
,,"Siralim 3
2-year low: R$ 14,09",-50%,"R$ 23,49",89.05%,Oct 2018,,
,,"FlatOut
2-year low: R$ 1,94",-80%,"R$ 13,99",89.04%,Jul 2005,—,
,,"Dropsy
2-year low: R$ 2,99",-90%,"R$ 3,29",88.98%,Sep 2015,,
,,"Lara Croft GO
all-time low: R$ 3,99 at -80%",-80%,"R$ 8,29",88.96%,Dec 2016,,
,,"Heroes of Might & Magic V: Tribes of the East
current 2-year low",-75%,"R$ 7,49",88.96%,Oct 2007,,
,,"Rampage Knights
2-year low: R$ 7,19",-60%,"R$ 16,79",88.94%,Sep 2015,,
,,"Furry Shades of Gay 2: A Shade Gayer
all-time low: R$ 6,19 at -50%",-50%,"R$ 16,49",88.90%,Dec 2021,,
,,"Pumpkin Jack
all-time low: R$ 17,39 at -70%",-75%,"R$ 22,24",88.87%,Oct 2020,,
,,"Batman: The Enemy Within - The Telltale Series
Week Long Deal
all-time low: R$ 7,24 at -75%",-50%,"R$ 25,00",88.81%,Aug 2017,,
,,"NORCO
all-time low: R$ 14,49 at -50%",-60%,"R$ 18,79",88.75%,Mar 2022,,
,,"Golf Peaks
all-time low: R$ 2,17 at -80%",-59%,"R$ 15,47",88.67%,Nov 2018,—,
,,"Dark Messiah of Might & Magic
current 2-year low",-75%,"R$ 7,49",88.66%,Oct 2006,,
,,"Thumper
Week Long Deal
all-time low: R$ 7,39 at -80%",-55%,"R$ 16,64",88.64%,Oct 2016,,
,,"Thief™ Gold
all-time low: R$ 1,81 at -86%",-86%,"R$ 4,05",88.62%,Nov 1998,,
,,"Bridge Constructor Portal
all-time low: R$ 2,06 at -90%",-90%,"R$ 3,29",88.55%,Dec 2017,,
,,"Mutant Year Zero: Road to Eden
Week Long Deal
all-time low: R$ 26,84 at -70%",-60%,"R$ 36,79",88.55%,Dec 2018,,
,,"Rogue Glitch Ultra
current 2-year low",-50%,"R$ 19,24",88.49%,Mar 2021,,
,,"House of Detention
all-time low: R$ 0,64 at -72%",-50%,"R$ 1,74",88.43%,May 2020,,
,,"Super Panda Adventures
Week Long Deal
current 2-year low",-50%,"R$ 5,44",88.39%,Jul 2014,,
,,"The Witcher 2: Assassins of Kings Enhanced Edition
all-time low: R$ 5,54 at -85%",-85%,"R$ 8,99",88.29%,May 2011,,
,,"Nyan Cat: Lost In Space
current 2-year low",-50%,"R$ 5,44",88.28%,Dec 2015,,
,,"Lara Croft and the Guardian of Light
all-time low: R$ 2,54 at -85%",-85%,"R$ 6,22",88.26%,Sep 2010,,
,,"Disc Room
all-time low: R$ 14,49 at -50%",-67%,"R$ 15,50",88.17%,Oct 2020,,
,,"ULTIMATE HARDBASS DEFENCE
all-time low: R$ 0,89 at -80%",-80%,"R$ 2,75",88.01%,Apr 2019,,
,,"No Time to Relax
Week Long Deal
all-time low: R$ 6,97 at -75%",-50%,"R$ 13,94",88.00%,Feb 2019,,
,,"Renowned Explorers: International Society
2-year low: R$ 9,24",-60%,"R$ 14,79",87.98%,Sep 2015,,
,,"Transport Fever 2
all-time low: R$ 42,49 at -50%",-55%,"R$ 48,59",87.96%,Dec 2019,,
,,"Rift Wizard
all-time low: R$ 13,04 at -55%",-50%,"R$ 14,49",87.91%,Sep 2021,,
,,"Nobody Saves the World
all-time low: R$ 28,49 at -40%",-60%,"R$ 29,59",87.88%,Jan 2022,,
,,"Dealer's Life
2-year low: R$ 9,99",-50%,"R$ 14,99",87.87%,Jan 2019,,
,,"The House of Da Vinci 2
Week Long Deal
all-time low: R$ 15,99 at -60%",-50%,"R$ 29,99",87.78%,May 2020,,
,,"Sky Rogue
all-time low: R$ 8,79 at -81%",-75%,"R$ 9,24",87.75%,Aug 2017,,
,,"Sanctum 2
all-time low: R$ 4,19 at -85%",-80%,"R$ 9,39",87.74%,May 2013,,
,,"LUFTRAUSERS
all-time low: R$ 3,39 at -80%",-80%,"R$ 6,59",87.71%,Mar 2014,,
,,"Ukrainian ball in search of gas
Week Long Deal
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",87.71%,Dec 2017,,
,,"Monstrum
all-time low: R$ 6,79 at -80%",-70%,"R$ 10,19",87.64%,May 2015,,
,,"SPACEPLAN
all-time low: R$ 2,07 at -67%",-67%,"R$ 3,46",87.63%,May 2017,,
,,"Assassin’s Creed® IV Black Flag™
current 2-year low",-70%,"R$ 35,99",87.57%,—,,
,,"CHANGE: A Homeless Survival Experience
all-time low: R$ 11,09 at -70%",-60%,"R$ 14,79",87.57%,May 2020,,
,,"SLUDGE LIFE
all-time low: R$ 0,00 at -100%",-80%,"R$ 9,39",87.52%,Jun 2021,,
,,"Heave Ho
all-time low: R$ 8,27 at -60%",-60%,"R$ 13,19",87.50%,Aug 2019,,
,,"Intravenous
all-time low: R$ 8,49 at -66%",-70%,"R$ 17,99",87.49%,Jul 2021,,
,,"Legend of Grimrock 2
Week Long Deal
2-year low: R$ 10,24",-80%,"R$ 14,20",87.47%,Oct 2014,,
,,"Aces & Adventures
all-time low: R$ 28,57 at -75%",-57%,"R$ 49,18",87.43%,Feb 2023,—,
,,"RUINER
all-time low: R$ 7,39 at -80%",-80%,"R$ 11,99",87.41%,Sep 2017,,
,,"A Juggler's Tale
all-time low: R$ 10,49 at -70%",-80%,"R$ 10,99",87.37%,Sep 2021,,
,,"Space Pirates and Zombies
current 2-year low",-50%,"R$ 9,99",87.37%,Aug 2011,,
,,"Human-powered spacecraft
Week Long Deal
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",87.35%,May 2018,,
,,"The Vagrant
all-time low: R$ 1,73 at -80%",-80%,"R$ 2,75",87.33%,Jul 2018,,
,,"Flamebreak
all-time low: R$ 2,06 at -90%",-75%,"R$ 5,17",87.31%,Mar 2016,,
,,"Red Comrades Save the Galaxy: Reloaded
Week Long Deal
all-time low: R$ 2,09 at -75%",-75%,"R$ 3,44",87.18%,Feb 2016,,
,,"LUNA The Shadow Dust
all-time low: R$ 26,59 at -30%",-66%,"R$ 40,48",87.16%,Feb 2020,,
,,"The Jackbox Party Pack
2-year low: R$ 18,39",-55%,"R$ 33,29",87.15%,Nov 2014,,
,,"SanctuaryRPG: Black Edition
all-time low: R$ 1,59 at -90%",-85%,"R$ 2,48",87.11%,Feb 2015,,
,,"Faerie Solitaire
Week Long Deal
current 2-year low",-90%,"R$ 2,89",87.04%,Sep 2010,,
,,"Kandidatos
all-time low: R$ 0,62 at -70%",-50%,"R$ 1,74",86.99%,Sep 2020,,
,,"NEO Scavenger
2-year low: R$ 7,24",-75%,"R$ 11,74",86.88%,Dec 2014,,
,,"Diamo XL
Week Long Deal
all-time low: R$ 1,14 at -50%",-50%,"R$ 1,74",86.79%,Oct 2017,,
,,"Stellaris
2-year low: R$ 23,74",-70%,"R$ 43,19",86.77%,May 2016,,
,,"Super Blood Hockey
Week Long Deal
all-time low: R$ 4,34 at -85%",-80%,"R$ 9,39",86.74%,Aug 2017,,
,,"Witch It
all-time low: R$ 9,49 at -75%",-80%,"R$ 11,99",86.66%,Oct 2020,,
,,"Neon Chrome
all-time low: R$ 6,43 at -77%",-60%,"R$ 18,79",86.46%,Apr 2016,,
,,"Sex and the Furry Titty 2: Sins of the City
all-time low: R$ 14,48 at -30%",-50%,"R$ 16,49",86.45%,Sep 2022,,
,,"Battle Brothers
all-time low: R$ 18,47 at -67%",-50%,"R$ 34,99",86.43%,Mar 2017,,
,,"Men of War™
all-time low: R$ 1,57 at -85%",-85%,"R$ 2,54",86.42%,May 2009,,
,,"Grand Theft Auto V
all-time low: R$ 23,82 at -78%",-65%,"R$ 38,63",86.32%,Apr 2015,—,
,,"Wanba Warriors
all-time low: R$ 4,43 at -65%",-70%,"R$ 5,09",86.17%,Mar 2020,,
,,"Scythe: Digital Edition
Week Long Deal
all-time low: R$ 15,19 at -60%",-60%,"R$ 23,99",86.17%,Sep 2018,,
,,"Icewind Dale: Enhanced Edition
Week Long Deal
2-year low: R$ 9,49",-80%,"R$ 11,99",86.16%,Oct 2014,,
,,"Mini Ninjas
all-time low: R$ 2,54 at -85%",-85%,"R$ 5,23",86.14%,Sep 2009,,
,,"Supreme Commander 2
2-year low: R$ 4,24",-75%,"R$ 13,72",86.10%,Mar 2010,,
,,"Jurassic World Evolution 2
all-time low: R$ 27,49 at -75%",-70%,"R$ 32,99",86.07%,Nov 2021,,
,,"Octogeddon
Week Long Deal
all-time low: R$ 6,79 at -64%",-50%,"R$ 9,44",86.05%,Feb 2018,,
,,"Knightfall: A Daring Journey
2-year low: R$ 4,95",-50%,"R$ 8,99",86.02%,Apr 2022,,
,,"The Longest Journey
Week Long Deal
2-year low: R$ 7,49",-60%,"R$ 13,19",86.00%,Nov 2000,,
,,"Sex and the Furry Titty
all-time low: R$ 4,95 at -60%",-60%,"R$ 9,40",85.90%,Jun 2021,,
,,"Quiplash
2-year low: R$ 9,99",-55%,"R$ 14,84",85.87%,Jun 2015,,
,,"Sanctum
all-time low: R$ 2,99 at -85%",-80%,"R$ 6,59",85.83%,Apr 2011,,
,,"Conan the mighty pig
all-time low: R$ 0,67 at -69%",-50%,"R$ 1,74",85.77%,Jun 2016,,
,,"Minit
all-time low: R$ 4,99 at -75%",-80%,"R$ 6,59",85.75%,Apr 2018,,
,,"Golden Light
all-time low: R$ 18,82 at -30%",-50%,"R$ 29,99",85.75%,Mar 2022,,
,,"Olija
all-time low: R$ 11,59 at -60%",-70%,"R$ 14,09",85.74%,Jan 2021,,
,,"Stronghold 2: Steam Edition
Week Long Deal
all-time low: R$ 6,99 at -75%",-70%,"R$ 8,39",85.71%,—,,
,,"Oknytt
Week Long Deal
all-time low: R$ 1,04 at -90%",-83%,"R$ 1,78",85.66%,Jul 2013,,
,,"Star Valor
2-year low: R$ 17,94",-60%,"R$ 29,59",85.65%,Aug 2022,,
,,"Mister Furry
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",85.54%,Dec 2022,,
,,"UBERMOSH
all-time low: R$ 0,62 at -71%",-90%,"R$ 1,74",85.47%,Aug 2015,,
,,"Supreme Commander
all-time low: R$ 3,39 at -80%",-80%,"R$ 6,79",85.42%,Feb 2007,,
,,"Tallowmere
all-time low: R$ 2,14 at -50%",-75%,"R$ 3,44",85.41%,Mar 2015,,
,,"Hydroneer
Week Long Deal
all-time low: R$ 14,48 at -30%",-50%,"R$ 23,49",85.34%,May 2020,,
,,"The Inner World
all-time low: R$ 2,49 at -90%",-90%,"R$ 4,69",85.31%,Sep 2013,,
,,"FlatOut: Ultimate Carnage Collector's Edition
2-year low: R$ 5,24",-80%,"R$ 13,99",85.29%,Aug 2008,,
,,"Heroes of Hammerwatch
all-time low: R$ 9,95 at -60%",-60%,"R$ 15,39",85.25%,Mar 2018,,
,,"Marc Eckō's Getting Up: Contents Under Pressure
all-time low: R$ 2,49 at -90%",-90%,"R$ 4,69",85.20%,Feb 2006,,
,,"Prison Run and Gun
Week Long Deal
all-time low: R$ 1,08 at -90%",-80%,"R$ 2,75",85.20%,Mar 2016,,
,,"Men of War: Assault Squad
current 2-year low",-90%,"R$ 3,29",85.16%,Feb 2011,,
,,"Reigns
2-year low: R$ 3,14",-67%,"R$ 3,46",85.08%,Aug 2016,,
,,"Football, Tactics & Glory
all-time low: R$ 7,12 at -85%",-80%,"R$ 14,79",84.98%,Jun 2018,,
,,"Catlateral Damage
all-time low: R$ 4,99 at -75%",-75%,"R$ 8,24",84.95%,May 2015,,
,,"Puzzle Agent
Week Long Deal
2-year low: R$ 2,09",-50%,"R$ 9,99",84.87%,—,,
,,"Max Payne 3
current 2-year low",-70%,"R$ 29,85",84.83%,Jun 2012,,
,,"Tomb Raider: Legend
all-time low: R$ 1,81 at -86%",-86%,"R$ 4,05",84.75%,Apr 2006,,
,,Choice of Life: Middle Ages,-80%,"R$ 3,39",84.72%,Nov 2020,,
,,Juicy Realm,-50%,"R$ 10,34",84.64%,May 2018,,
,,"MY HERO ONE'S JUSTICE 2
Week Long Deal",-85%,"R$ 23,23",84.63%,Sep 2023,,
,,"Heroes of Might & Magic V
current 2-year low",-75%,"R$ 7,49",84.59%,May 2006,,
,,"Conquest of Elysium 5
all-time low: R$ 28,99 at -50%",-50%,"R$ 44,49",84.51%,Aug 2021,,
,,"Devolver Bootleg
all-time low: R$ 3,26 at -70%",-70%,"R$ 5,09",84.50%,Jun 2019,,
,,ToeJam & Earl: Back in the Groove!,-90%,"R$ 2,89",84.49%,Mar 2019,,
,,"Grim Nights
Week Long Deal
2-year low: R$ 3,24",-50%,"R$ 5,24",84.48%,Oct 2018,,
,,"Stories Untold
all-time low: R$ 3,99 at -80%",-80%,"R$ 6,59",84.39%,Feb 2017,,
,,Battlezone: Combat Commander,-81%,"R$ 7,21",84.38%,Mar 2018,,
,,"PANELKI
all-time low: R$ 2,54 at -85%",-80%,"R$ 3,39",84.38%,Mar 2022,,
,,"Game Corp DX
Week Long Deal
all-time low: R$ 1,57 at -75%",-75%,"R$ 2,62",84.37%,Oct 2015,,
,,"Pawnbarian
all-time low: R$ 8,27 at -60%",-50%,"R$ 10,34",84.35%,Sep 2021,,
,,Pan'orama,-50%,"R$ 22,24",84.34%,May 2023,,
,,"AI War 2
all-time low: R$ 9,49 at -75%",-75%,"R$ 14,99",84.33%,Oct 2019,,
,,"The Solitaire Conspiracy
Week Long Deal",-80%,"R$ 4,97",84.29%,Oct 2020,,
,,"The Enchanted Cave 2
all-time low: R$ 4,55 at -78%",-75%,"R$ 5,17",84.28%,Jun 2015,,
,,"Mother Russia Bleeds
all-time low: R$ 5,59 at -80%",-80%,"R$ 9,39",84.21%,Sep 2016,,
,,"We Need To Go Deeper
all-time low: R$ 9,60 at -69%",-50%,"R$ 15,49",84.20%,Aug 2019,,
,,"Fresh Start Cleaning Simulator
all-time low: R$ 8,27 at -60%",-50%,"R$ 10,34",84.13%,Dec 2022,,
,,"Adventure Time: Pirates of the Enchiridion
Week Long Deal
2-year low: R$ 14,24",-60%,"R$ 18,99",84.10%,Jul 2018,,
,,"Aliens versus Predator Classic 2000
2-year low: R$ 2,62",-80%,"R$ 3,39",84.08%,Mar 2000,,
,,"L.A. Noire
current 2-year low",-70%,"R$ 29,85",84.05%,Nov 2011,,
,,"Virtual Rides 3 - Funfair Simulator
Week Long Deal
all-time low: R$ 18,39 at -60%",-60%,"R$ 29,59",84.03%,Mar 2017,,
,,"YORG.io
all-time low: R$ 1,30 at -85%",-80%,"R$ 2,75",83.98%,May 2019,,
,,"Tales of Monkey Island: Complete Season
Week Long Deal
2-year low: R$ 5,79",-50%,"R$ 25,00",83.97%,Jul 2009,,
,,"Colt Canyon
all-time low: R$ 5,79 at -80%",-80%,"R$ 9,39",83.85%,Jun 2020,,
,,"Dungeon of the ENDLESS™
current 2-year low",-80%,"R$ 4,79",83.75%,Oct 2014,,
,,"My Friend Stalin
all-time low: R$ 0,68 at -70%",-50%,"R$ 1,74",83.71%,Jun 2021,,
,,"Ride 2
Week Long Deal
all-time low: R$ 5,79 at -90%",-90%,"R$ 12,45",83.70%,Oct 2016,,
,,"Batman - The Telltale Series
Week Long Deal
all-time low: R$ 7,24 at -75%",-50%,"R$ 25,00",83.66%,Aug 2016,,
,,Murdered: Soul Suspect,-90%,"R$ 5,59",83.62%,Jun 2014,,
,,"妄想症：Deliver Me
all-time low: R$ 1,34 at -70%",-70%,"R$ 2,09",83.57%,Aug 2018,,
,,"👑 Idle Calibur 👑（选王之剑）
all-time low: R$ 9,45 at -43%",-50%,"R$ 13,24",83.57%,Jan 2022,,
,,"Hyper Knights
Week Long Deal
all-time low: R$ 2,62 at -75%",-75%,"R$ 4,24",83.56%,May 2017,,
,,"The Bible
Week Long Deal",-75%,"R$ 7,24",83.51%,Nov 2022,,
,,"Sable
all-time low: R$ 18,99 at -60%",-65%,"R$ 25,89",83.50%,Sep 2021,,
,,"Caveblazers
all-time low: R$ 1,99 at -90%",-90%,"R$ 3,29",83.47%,May 2017,,
,,"Nevergrind Online
all-time low: R$ 13,08 at -66%",-50%,"R$ 19,24",83.47%,Jun 2022,,
,,Remnant: From the Ashes,-70%,"R$ 22,64",83.45%,Aug 2019,,
,,"Conquest of Elysium 4
all-time low: R$ 9,19 at -80%",-75%,"R$ 18,49",83.44%,Nov 2015,,
,,"Faces of War
2-year low: R$ 2,09",-85%,"R$ 2,54",83.42%,Sep 2006,,
,,Jianghu Survivor,-50%,"R$ 11,75",83.40%,Jun 2023,,
,,"Russian Village Simulator
Week Long Deal
all-time low: R$ 21,19 at -20%",-50%,"R$ 23,49",83.34%,Sep 2023,,
,,"BDSM: Big Drunk Satanic Massacre
Week Long Deal",-88%,"R$ 4,55",83.31%,Oct 2019,,
,,"WazHack
current 2-year low",-69%,"R$ 5,26",83.31%,Feb 2014,,
,,Paper Dolls: Original / 纸人,-50%,"R$ 16,49",83.30%,Apr 2019,,
,,"The Dungeon Beneath
all-time low: R$ 9,85 at -66%",-50%,"R$ 23,49",83.24%,Oct 2020,,
,,"Orcs Must Die! 3
all-time low: R$ 19,13 at -67%",-70%,"R$ 26,69",83.21%,Jul 2021,,
,,"Steredenn: Binary Stars
2-year low: R$ 12,59",-60%,"R$ 16,79",83.18%,Oct 2015,,
,,"Stronghold Legends: Steam Edition
Week Long Deal
current 2-year low",-70%,"R$ 8,39",83.12%,Oct 2009,,
,,"Cosmic DJ
2-year low: R$ 2,07",-67%,"R$ 3,46",83.11%,Oct 2014,,
,,"Bully: Scholarship Edition
2-year low: R$ 11,99",-65%,"R$ 13,99",83.11%,Oct 2008,,
,,"NOT A HERO
2-year low: R$ 7,39",-80%,"R$ 11,99",83.10%,Jul 2016,,
,,"ЕСТЬ ДВА СТУЛА
all-time low: R$ 0,80 at -65%",-50%,"R$ 1,74",83.10%,Jun 2018,,
,,"Beyond Gravity
current 2-year low",-50%,"R$ 2,14",83.06%,Sep 2014,,
,,"Super Sanctum TD
2-year low: R$ 1,63",-80%,"R$ 3,39",83.04%,May 2013,,
,,"A Robot Named Fight!
all-time low: R$ 2,68 at -90%",-75%,"R$ 6,72",83.02%,Sep 2017,,
,,"ВЗЛОМ ЖОПЫ
all-time low: R$ 0,80 at -65%",-50%,"R$ 1,74",83.01%,Feb 2020,,
,,"The Little Acre
Week Long Deal
all-time low: R$ 2,59 at -90%",-80%,"R$ 5,19",82.97%,Dec 2016,,
,,Observer: System Redux,-70%,"R$ 17,39",82.93%,Nov 2020,,
,,"Rock 'N' Roll Defense
all-time low: R$ 0,57 at -90%",-50%,"R$ 1,74",82.92%,Aug 2016,,
,,"Shadow of the Tomb Raider: Definitive Edition
all-time low: R$ 36,26 at -89%",-89%,"R$ 41,24",82.87%,Sep 2018,—,
,,"Police Stories
all-time low: R$ 8,99 at -70%",-80%,"R$ 11,99",82.83%,Sep 2019,,
,,"Magicite
all-time low: R$ 4,99 at -75%",-50%,"R$ 10,34",82.82%,Jun 2014,,
,,Prince of Persia®: The Sands of Time,-80%,"R$ 5,99",82.80%,Dec 2003,,
,,"Judge Dredd: Dredd vs. Death
2-year low: R$ 3,99",-60%,"R$ 6,39",82.78%,Feb 2005,,
,,"Plebby Quest: The Crusades
all-time low: R$ 7,59 at -80%",-80%,"R$ 11,99",82.76%,Apr 2020,,
,,Diggles: The Myth of Fenris,-60%,"R$ 8,27",82.76%,Dec 2020,,
,,"Furry Shades of Gay
all-time low: R$ 4,95 at -60%",-60%,"R$ 9,40",82.69%,Dec 2020,,
,,Deadly Days,-90%,"R$ 2,48",82.61%,Sep 2019,,
,,"Over 9000 Zombies!
Week Long Deal
all-time low: R$ 1,07 at -75%",-72%,"R$ 1,95",82.54%,Feb 2015,,
,,"My Cute Fuhrer
2-year low: R$ 1,74",-60%,"R$ 2,79",82.49%,Apr 2020,,
,,Just Cause™ 3,-85%,"R$ 6,44",82.45%,Nov 2015,,
,,Sid Meier's Civilization IV: Colonization,-75%,"R$ 7,49",82.42%,Sep 2008,,
,,Despot's Game: Dystopian Battle Simulator,-60%,"R$ 15,19",82.40%,Sep 2022,,
,,"Neversong
all-time low: R$ 8,69 at -70%",-70%,"R$ 14,69",82.37%,May 2020,,
,,"BARRIER X
all-time low: R$ 0,94 at -85%",-70%,"R$ 1,88",82.36%,May 2016,,
,,PHOGS!,-55%,"R$ 21,37",82.35%,Dec 2020,,
,,"Kandidatos Kart
all-time low: R$ 0,62 at -70%",-50%,"R$ 1,74",82.34%,Oct 2020,,
,,"Desktop Kanojo
Week Long Deal
all-time low: R$ 3,56 at -45%",-50%,"R$ 5,24",82.33%,Apr 2020,,
,,"Rebuild 3: Gangs of Deadsville
all-time low: R$ 8,39 at -70%",-60%,"R$ 18,79",82.30%,May 2015,,
,,"Home Behind
all-time low: R$ 2,99 at -75%",-75%,"R$ 5,12",82.25%,Jun 2016,,
,,"Curse of the Dead Gods
all-time low: R$ 22,47 at -70%",-65%,"R$ 26,21",82.21%,Feb 2021,,
,,"Ni no Kuni™ II: Revenant Kingdom
Week Long Deal
all-time low: R$ 23,98 at -85%",-85%,"R$ 51,36",82.14%,Mar 2018,,
,,"Red Dead Online
current 2-year low",-50%,"R$ 55,99",82.13%,Dec 2020,,
,,"Furry Love 2
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",82.12%,Dec 2021,,
,,"Soccer Online: Ball 3D
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",82.10%,Mar 2017,,
,,"Puzzle Agent 2
Week Long Deal
2-year low: R$ 2,17",-50%,"R$ 9,99",82.09%,Jun 2011,,
,,"Youropa
current 2-year low",-75%,"R$ 7,24",82.08%,Jun 2018,,
,,"Exit From
2-year low: R$ 4,24",-70%,"R$ 5,09",82.07%,Apr 2021,,
,,"SCP Strategy
Week Long Deal",-85%,"R$ 3,52",82.01%,May 2022,,
,,Industry Giant 2,-80%,"R$ 3,99",81.97%,Aug 2015,,
,,"Hobo: Tough Life
Week Long Deal
all-time low: R$ 23,19 at -60%",-60%,"R$ 35,59",81.91%,Apr 2021,,
,,Leisure Suit Larry - Wet Dreams Dry Twice,-90%,"R$ 7,99",81.89%,Oct 2020,,
,,Riders Republic,-75%,"R$ 42,49",81.87%,Jun 2023,,
,,"Sacred Gold
Week Long Deal
current 2-year low",-75%,"R$ 4,99",81.86%,Aug 2006,,
,,"ENDLESS™ Space 2
2-year low: R$ 15,99",-75%,"R$ 19,99",81.84%,May 2017,,
,,The Eternal Cylinder,-65%,"R$ 25,89",81.76%,Oct 2022,,
,,"Miss Furry
all-time low: R$ 0,73 at -68%",-50%,"R$ 1,74",81.76%,May 2021,,
,,Blazing Beaks,-75%,"R$ 7,24",81.75%,May 2019,,
,,Hitman GO: Definitive Edition,-80%,"R$ 3,19",81.69%,Feb 2016,,
,,"Mortal Glory
all-time low: R$ 6,62 at -75%",-50%,"R$ 13,24",81.69%,Jan 2020,,
,,Leisure Suit Larry - Wet Dreams Don't Dry,-90%,"R$ 6,99",81.67%,Nov 2018,,
,,Serious Sam VR: The First Encounter,-90%,"R$ 5,99",81.67%,Mar 2017,,
,,"Tomb Raider IV: The Last Revelation
all-time low: R$ 1,81 at -86%",-86%,"R$ 4,05",81.58%,Nov 2012,,
,,"Planes, Bullets and Vodka
all-time low: R$ 0,57 at -90%",-50%,"R$ 1,74",81.45%,Dec 2016,,
,,"Star Traders: Frontiers
all-time low: R$ 14,49 at -50%",-50%,"R$ 23,49",81.45%,Aug 2018,,
,,"Faerie Solitaire Remastered
Week Long Deal
current 2-year low",-90%,"R$ 2,89",81.44%,Dec 2017,,
,,12 is Better Than 6,-90%,"R$ 1,99",81.41%,Nov 2015,,
,,Tokyo Dark,-75%,"R$ 8,49",81.37%,Sep 2017,,
,,Runestone Keeper,-80%,"R$ 3,99",81.34%,Mar 2015,,
,,"CASE: Animatronics
Week Long Deal
all-time low: R$ 1,99 at -90%",-85%,"R$ 4,94",81.29%,Aug 2016,,
,,"Legacy of Kain: Defiance
all-time low: R$ 1,81 at -86%",-86%,"R$ 4,05",81.28%,Dec 2003,,
,,"HALF DEAD 2
Week Long Deal",-50%,"R$ 4,49",81.28%,Aug 2019,,
,,"Transport Fever
all-time low: R$ 11,59 at -80%",-85%,"R$ 13,34",81.27%,Nov 2016,,
,,"The logic of the miniature garden
all-time low: R$ 4,13 at -80%",-80%,"R$ 6,59",81.26%,Jun 2019,,
,,"Furry Love
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",81.26%,Jul 2020,,
,,Orbital Bullet – The 360° Rogue-lite,-80%,"R$ 6,59",81.25%,Mar 2022,,
,,"DOKA 2 KISHKI EDITION
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",81.25%,Nov 2018,,
,,"Will Glow the Wisp
Week Long Deal
2-year low: R$ 0,85",-70%,"R$ 2,09",81.21%,Sep 2017,,
,,"War of the Human Tanks
2-year low: R$ 10,34",-50%,"R$ 16,49",81.17%,Sep 2012,,
,,"Battlestar Galactica Deadlock
Week Long Deal
all-time low: R$ 0,00 at -100%",-80%,"R$ 21,59",81.14%,Aug 2017,,
,,"Roguebook
Week Long Deal",-70%,"R$ 32,99",81.14%,Jun 2021,,
,,"Desktop Dungeons
all-time low: R$ 0,00 at -100%",-50%,"R$ 12,49",81.14%,Apr 2023,,
,,Phantom Abyss,-50%,"R$ 29,99",81.13%,Jan 2024,,
,,FORWARD: Escape the Fold - Ultimate Edition,-50%,"R$ 10,34",81.11%,Mar 2022,,
,,"MXGP PRO
Week Long Deal
all-time low: R$ 5,49 at -90%",-90%,"R$ 12,45",81.08%,Jun 2018,,
,,"Serious Sam VR: The Last Hope
2-year low: R$ 13,34",-76%,"R$ 70,37",81.02%,Sep 2017,—,
,,Paper Dolls 2 纸人贰,-50%,"R$ 18,99",81.01%,Jul 2020,,
